id,name,created_at
57136583-dd96-4b0c-9288-8bdbe9ded1ca,Setor de Desenvolvimento,2026-03-18 13:23:48.857284+00
5daf4faa-b5bc-4c92-980c-c948d72a248c,Departamento Pessoal,2026-03-18 13:23:48.857284+00
0922158c-22ee-4b14-894c-f6e5e9e693cd,Departamento Fiscal,2026-03-18 13:23:48.857284+00
58f47a7f-f056-4850-a12e-75e1e98b4790,Departamento Contábil,2026-03-18 13:23:48.857284+00
2ed760fc-f68f-431a-9bff-0b97a57993e7,Departamento De Marketing,2026-03-18 13:23:48.857284+00
4d057ff6-17e0-48f5-8830-a76bcfdbe0d7,Departamento Financeiro,2026-03-18 13:23:48.857284+00
