id,title,content,user_id,created_at,updated_at
cb31bb72-b727-4614-a752-2d39f9a84467,Nova nota,<p>W:\TOP FRUTAS\6000 - CONTÁBIL\6300 - EXTRATOS\2025  </p><p></p>,0e92eff6-d191-4c2f-ba52-25d540e65052,2026-04-14 21:29:34.447263+00,2026-04-14 21:29:40.182+00
